NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,last review safra
JFK/LGA Airport Layover Stay with Free Breakfast,87166625989,unconfirmed,Seabelo,Queens,Jamaica Estates,40.71965,-73.80008,United States,US,True,moderate,Shared room,2011.0,547.0,109.0,1,3,2021-10-31,0,4.0,5.0,365,,2110
"Cozy Apt, 10 mins to Mid-Town.. Near LGA and JFK..",13417968764,verified,Juan,Queens,Sunnyside,40.74397,-73.91585,United States,US,False,flexible,Entire home/apt,2012.0,888.0,178.0,4,1,2021-10-31,0,2.0,1.0,0,,2110
Your Haven in the Upper West Side,26347151621,verified,Orlando,Manhattan,Harlem,40.80592,-73.95172,United States,US,True,moderate,Private room,2004.0,608.0,122.0,30,24,2021-10-30,0,5.0,1.0,213,,2110
Great Sunny Spacious Room,67200559167,unconfirmed,Melody,Bronx,Mount Hope,40.84826,-73.91062,United States,US,True,flexible,Private room,2010.0,255.0,51.0,30,89,2021-10-30,0,3.0,1.0,89,,2110
CHARMING ROOM W/ ROOF DECK ACCESS 1 :),44043667623,verified,Suzette And Graham,Brooklyn,Clinton Hill,40.69279,-73.96184,United States,US,False,moderate,Private room,2021.0,135.0,27.0,30,41,2021-10-30,0,4.0,19.0,337,,2110
Stunning 2 BEDROOM Luxury Finishes &  Washer Dryer,24224886227,verified,Stay With Vibe,Manhattan,Kips Bay,40.74001,-73.97811,United States,US,False,strict,Entire home/apt,2007.0,478.0,96.0,30,14,2021-10-30,0,3.0,108.0,192,,2110
Luxury high rise large 1BD in 2BD,30128920766,verified,Marla,Manhattan,Theater District,40.76183,-73.98548,United States,US,False,moderate,Private room,2014.0,94.0,19.0,14,18,2021-10-30,0,4.0,1.0,63,,2110
Beachside Room in NYC for relaxing stay,77693024442,verified,Vladimir,Queens,Arverne,40.59209,-73.79045,United States,US,False,flexible,Private room,2019.0,477.0,95.0,30,18,2021-10-30,0,2.0,5.0,309,,2110
Modern Front Apartment in Brooklyn!,76160192806,verified,Livia,Brooklyn,Bensonhurst,40.61787,-73.99968,United States,US,False,strict,Entire home/apt,2014.0,1005.0,201.0,30,54,2021-10-30,1,4.0,1.0,330,,2110
beautiful great bedroom in harlem,73551467678,unconfirmed,Winie,Manhattan,Harlem,40.81798,-73.94235,United States,US,False,strict,Private room,2015.0,52.0,10.0,30,60,2021-10-30,1,3.0,3.0,180,,2110
The High Tide Two Bedroom Suite #8,90895798943,verified,Adam,Queens,Rockaway Beach,40.58565,-73.82026,United States,US,True,strict,Entire home/apt,2009.0,812.0,162.0,2,38,2021-10-30,0,5.0,9.0,305,,2110
3bdrm cozy attic 15 mins from jfk & Belmont track,92019381621,verified,Adeola,Queens,St. Albans,40.7003,-73.75054,United States,US,True,strict,Entire home/apt,2012.0,256.0,51.0,1,26,2021-10-30,0,5.0,3.0,304,,2110
"LONG TERM RENTAL,STUDIO N3 IN THE VILLAGE",55549330406,verified,Gaia&Pietro,Manhattan,West Village,40.73275,-74.00549,United States,US,True,strict,Entire home/apt,2015.0,891.0,178.0,30,36,2021-10-30,0,3.0,6.0,269,,2110
Upscale & Modern Duplex Apartment Sleeps 8,803310122,unconfirmed,Lee,Manhattan,Inwood,40.86769,-73.92475,United States,US,False,moderate,Entire home/apt,2004.0,667.0,133.0,30,7,2021-10-30,0,2.0,2.0,218,,2110
"Nesva Hotel, Double Room Mobility",56000172539,unconfirmed,Nesva Hotel,Queens,Long Island City,40.75331,-73.93501,United States,US,False,flexible,Hotel room,2015.0,912.0,182.0,1,14,2021-10-30,0,3.0,13.0,264,,2110
Rose's Brooklyn Oasis (Twin) - Close to Subway!,10448939849,unconfirmed,Vinette,Brooklyn,East Flatbush,40.64517,-73.94934,United States,US,True,moderate,Private room,2004.0,479.0,96.0,30,45,2021-10-30,1,3.0,1.0,123,,2110
"Amazing UES 1 Bed w/ Gym, Pool, River Views #6139",36935811038,verified,MyNyHousing,Manhattan,East Harlem,40.785671,-73.949539,United States,US,True,strict,Entire home/apt,2008.0,969.0,194.0,30,8,2021-10-30,0,4.0,48.0,339,,2110
Gorgeous Park Slope Classic,96248130979,verified,Saskia,Brooklyn,Park Slope,40.67893,-73.97539,United States,US,True,flexible,Entire home/apt,2014.0,744.0,149.0,14,1,2021-10-30,0,3.0,1.0,33,,2110
The Brooklyn Blue House 3,36114911433,unconfirmed,Giana,Brooklyn,Canarsie,40.6446,-73.90154,United States,US,False,flexible,Private room,2013.0,1007.0,201.0,30,15,2021-10-30,0,5.0,5.0,365,,2110
1 Bedroom Apartment next to Bayside LIRR Station,67683903275,unconfirmed,Noelle,Queens,Bayside,40.76332,-73.77117,United States,US,True,moderate,Entire home/apt,2006.0,990.0,198.0,30,2,2021-10-30,0,5.0,4.0,166,,2110
"Cozy Sutton Place 1BR w/ Gym, Pool, DM, nr. Central Park, by Blueground",6866703084,verified,Blueground,Manhattan,Midtown,40.760437,-73.968521,United States,US,False,moderate,Entire home/apt,2013.0,802.0,160.0,30,1,2021-10-30,0,2.0,332.0,123,,2110
Newly Renovated,94124611587,verified,Molara,Staten Island,West Brighton,40.63304,-74.12164,United States,US,True,strict,Private room,2013.0,187.0,37.0,1,6,2021-10-30,0,3.0,1.0,363,,2110
Clean & Modern Studio | Washer/D | Work Desk | NYC,98719203335,unconfirmed,Global Luxury Suites,Manhattan,Hell's Kitchen,40.76185,-73.9979,United States,US,True,moderate,Entire home/apt,2004.0,861.0,172.0,30,2,2021-10-30,0,4.0,58.0,164,,2110
Rockaways Fresh air getaway Near the Beach,42808470745,verified,John,Queens,Rockaway Beach,40.58972,-73.81114,United States,US,True,strict,Entire home/apt,2004.0,741.0,148.0,2,41,2021-10-30,2,4.0,2.0,90,,2110
433 West 53-Super Spacious 1 bedroom 2 bath,26580816590,unconfirmed,Jeniffer,Manhattan,Hell's Kitchen,40.76545,-73.98877,United States,US,False,flexible,Entire home/apt,2009.0,976.0,195.0,30,3,2021-10-30,0,2.0,186.0,216,,2110
Clean and Quite Room #1,50983348824,unconfirmed,Syed,Brooklyn,East Flatbush,40.63808,-73.93521,United States,US,True,moderate,Private room,2012.0,865.0,173.0,7,3,2021-10-30,0,3.0,3.0,343,,2110
XL Comfort Room.,87714330580,verified,Barry,Bronx,Pelham Gardens,40.86704,-73.84164,United States,US,False,moderate,Private room,2006.0,261.0,52.0,7,4,2021-10-30,0,2.0,5.0,20,,2110
"Private room, Hudson Yards 63F4",23558112365,unconfirmed,Hudson,Manhattan,Hell's Kitchen,40.75422,-73.9978,United States,US,False,strict,Private room,2009.0,286.0,57.0,30,3,2021-10-30,0,4.0,22.0,180,,2110
Dakotah’s Night Inn,52265981282,unconfirmed,Dakotah,Queens,Flushing,40.74898,-73.81586,United States,US,True,strict,Private room,2005.0,386.0,77.0,1,1,2021-10-30,0,2.0,3.0,365,,2110
Beautiful 1 bedroom Hudson River Oasis,75448917994,unconfirmed,Herani,Manhattan,Hell's Kitchen,40.76016,-73.99751,United States,US,True,flexible,Entire home/apt,2017.0,195.0,39.0,6,2,2021-10-30,0,5.0,1.0,24,,2110
2 Bedrooms across from a Beautiful Park,71072815085,verified,Marisa,Staten Island,Castleton Corners,40.6154,-74.11354,United States,US,False,flexible,Private room,2003.0,252.0,50.0,1,1,2021-10-30,0,5.0,2.0,246,,2110
Posh Pink Boutique Boudoir,18554366129,verified,Nina,Queens,Rego Park,40.73217,-73.85743,United States,US,False,strict,Private room,2014.0,79.0,16.0,30,1,2021-10-30,0,3.0,3.0,65,,2110
CLOSE TO CENTRAL PRK & EXPRESS TRAINS ABCD 2/3,75781337422,unconfirmed,Wowa,Manhattan,Harlem,40.80682,-73.94814,United States,US,True,flexible,Private room,2022.0,756.0,151.0,30,56,2021-10-29,0,4.0,1.0,223,,2110
521 West 48-Gorgeous studio Near Time Square,83707549979,verified,Jeniffer,Manhattan,Hell's Kitchen,40.76411,-73.99371,United States,US,False,moderate,Entire home/apt,2003.0,672.0,134.0,30,10,2021-10-29,0,3.0,186.0,288,,2110
Cassi's cozy studio,88685074325,verified,Cassi,Queens,Forest Hills,40.71945,-73.84594,United States,US,True,flexible,Entire home/apt,2017.0,683.0,137.0,30,15,2021-10-29,0,4.0,1.0,247,,2110
Light Filled Loft Overlooking the Park,77690165584,unconfirmed,Wayne,Brooklyn,Red Hook,40.67974,-74.00985,United States,US,True,flexible,Entire home/apt,2021.0,273.0,55.0,30,4,2021-10-29,0,2.0,1.0,156,,2110
Beautiful apartment in the heart of Brooklyn.,80198961059,verified,Mike,Brooklyn,Brighton Beach,40.57837,-73.96549,United States,US,False,flexible,Entire home/apt,2004.0,1072.0,214.0,1,8,2021-10-29,0,3.0,2.0,133,,2110
5 mins to NYC City View Luxury Private Single Room,37977948077,verified,Joan,Queens,Long Island City,40.74915,-73.94044,United States,US,False,strict,Private room,2005.0,1193.0,239.0,14,4,2021-10-29,0,5.0,3.0,90,,2110
Bright spacious loft in a historical building,90375629291,verified,Aaron,Brooklyn,Red Hook,40.6783,-74.00533,United States,US,False,strict,Entire home/apt,2007.0,913.0,183.0,1,13,2021-10-29,0,3.0,2.0,0,,2110
6 Columbus Central Park Hotel,25483384048,unconfirmed,Six Columbus  Central Park Hotel,Manhattan,Hell's Kitchen,40.76756,-73.98312,United States,US,True,flexible,Hotel room,2020.0,73.0,15.0,1,12,2021-10-29,1,3.0,1.0,0,,2110
✨Elegant Room Near LGA✨,93140820487,verified,Joe Jobana,Queens,East Elmhurst,40.76914,-73.8752,United States,US,False,moderate,Private room,2003.0,1160.0,232.0,1,2,2021-10-29,0,4.0,4.0,365,,2110
The Perfect Escape,54491430538,verified,Maribeth,Queens,Belle Harbor,40.57659,-73.84091,United States,US,True,strict,Entire home/apt,2003.0,581.0,116.0,5,14,2021-10-29,1,3.0,1.0,227,,2110
There’s no place like Brooklyn,31208262256,verified,Michael,Brooklyn,South Slope,40.66077,-73.98365,United States,US,True,strict,Entire home/apt,2016.0,690.0,138.0,4,3,2021-10-29,0,2.0,1.0,310,,2110
"Bright, Minimalist 1BR in Chelsea/West Village",32980604337,unconfirmed,Adrian,Manhattan,Chelsea,40.739822,-74.001083,United States,US,True,flexible,Entire home/apt,2007.0,960.0,192.0,30,2,2021-10-29,0,5.0,1.0,91,,2110
2 Bedroom w/Private Roof next to Central Park,30037053858,unconfirmed,David,Manhattan,Upper West Side,40.77955,-73.97656,United States,US,True,strict,Entire home/apt,2021.0,883.0,177.0,30,1,2021-10-29,0,4.0,1.0,174,,2110
Amazing 2BR in the Heart of NYC! Near TimesSquare!,36241484658,unconfirmed,Rolando,Manhattan,Hell's Kitchen,40.75438,-73.99622,United States,US,False,strict,Entire home/apt,2022.0,107.0,21.0,3,1,2021-10-29,0,5.0,1.0,56,,2110
Sunny Sunset Park Artist Loft,40652980011,verified,Doug,Brooklyn,Sunset Park,40.65482,-74.01142,United States,US,False,moderate,Entire home/apt,2022.0,931.0,186.0,2,89,2021-10-28,0,3.0,1.0,278,,2110
Suite Spot in Tribeca,59627022499,unconfirmed,Anne,Manhattan,Tribeca,40.71632,-74.01077,United States,US,False,strict,Entire home/apt,2017.0,814.0,163.0,30,24,2021-10-28,0,4.0,1.0,89,,2110
Fully Furnished Luk Room including Air Conditiner!,32935767532,verified,Gen,Manhattan,Washington Heights,40.83555,-73.94432,United States,US,True,strict,Private room,2017.0,234.0,47.0,31,6,2021-10-28,0,4.0,6.0,70,,2110
Location is Everything. And Quiet Too!,56539570990,unconfirmed,Niko,Manhattan,Hell's Kitchen,40.76375,-73.99271,United States,US,True,strict,Private room,2022.0,233.0,47.0,2,446,2021-10-28,4,5.0,1.0,165,,2110
Reno Studio Gramercy~Sleeps3!,23248402156,unconfirmed,Eran,Manhattan,Stuyvesant Town,40.73357,-73.98082,United States,US,True,strict,Entire home/apt,2007.0,313.0,63.0,30,17,2021-10-28,0,5.0,33.0,283,,2110
Casa E 3c,8162658241,unconfirmed,Nia,Queens,Long Island City,40.74689,-73.94634,United States,US,False,moderate,Private room,2019.0,515.0,103.0,30,138,2021-10-28,1,2.0,3.0,66,,2110
Comfy Bedroom in Classic NYC Brownstone,12198354789,verified,Abhinav,Brooklyn,Bedford-Stuyvesant,40.68972,-73.93102,United States,US,False,flexible,Private room,2004.0,1026.0,205.0,1,36,2021-10-28,0,3.0,3.0,147,,2110
Chic Private  Room - New Renovation,78216145482,verified,Kristina,Brooklyn,Bedford-Stuyvesant,40.69032,-73.94368,United States,US,True,strict,Private room,2021.0,383.0,77.0,30,2,2021-10-28,0,2.0,13.0,365,,2110
New UPW 2 bedroom apt in luxury doorman building,89044310299,verified,Mordechai,Manhattan,Upper West Side,40.79514,-73.96738,United States,US,False,moderate,Entire home/apt,2008.0,923.0,185.0,30,1,2021-10-28,0,5.0,2.0,264,,2110
"COZY,  COMFORT AT SPRINGFIELD GARDENS",18617918710,verified,Kerry,Queens,Springfield Gardens,40.66554,-73.76782,United States,US,True,strict,Entire home/apt,2012.0,465.0,93.0,3,1,2021-10-28,0,2.0,1.0,0,,2110
2 rooms in a family friendly home.,29662678897,verified,Jonathan,Staten Island,Tompkinsville,40.63525,-74.09086,United States,US,True,strict,Private room,2005.0,1011.0,202.0,3,8,2021-10-28,0,3.0,3.0,62,,2110
Large room in a very clean and cozy apt and,42254109083,verified,Rosa,Queens,Astoria,40.76500843,-73.91036459,United States,US,False,strict,Private room,2010.0,627.0,125.0,5,4,2021-10-28,0,4.0,1.0,365,,2110
Private Chamber Queens NY St. John’s University,79441897078,unconfirmed,Andrew,Queens,Jamaica Estates,40.72218,-73.79658,United States,US,False,flexible,Private room,2012.0,776.0,155.0,30,2,2021-10-28,0,4.0,7.0,63,,2110
Beautiful 2 bedroom apartment with terrace,8266316588,unconfirmed,Z,Brooklyn,Clinton Hill,40.6956,-73.96888,United States,US,True,strict,Entire home/apt,2020.0,1002.0,200.0,3,3,2021-10-28,0,5.0,1.0,266,,2110
Lovely private  one bedroom for one traveler.,66831481966,verified,Christine,Brooklyn,Gravesend,40.60043,-73.99148,United States,US,True,moderate,Private room,2022.0,803.0,161.0,3,5,2021-10-28,0,3.0,1.0,133,,2110
Brownstone Penthouse Apartment.,68813725422,verified,David,Manhattan,Harlem,40.8117,-73.93907,United States,US,True,flexible,Entire home/apt,2018.0,874.0,175.0,30,40,2021-10-27,0,5.0,1.0,87,,2110
Comfy room in Manhattan 4 blocks from central park,60972032788,verified,Elias,Manhattan,Harlem,40.80429,-73.95661,United States,US,True,moderate,Private room,2013.0,481.0,96.0,3,78,2021-10-27,1,2.0,1.0,58,,2110
Affordable spacious room -> Manhattan & Gym,66333509152,verified,Kaz,Queens,Jackson Heights,40.75036,-73.87845,United States,US,True,strict,Private room,2019.0,311.0,62.0,30,4,2021-10-27,0,3.0,161.0,286,,2110
Brooklyn Exquisite - (Heart Of Fort Greene),68041270871,verified,Akram,Brooklyn,Fort Greene,40.69366,-73.9712,United States,US,True,moderate,Entire home/apt,2011.0,804.0,161.0,2,48,2021-10-27,1,2.0,2.0,295,,2110
Private room close to the Central Park,1825785883,verified,Eugene,Manhattan,Harlem,40.82782,-73.94818,United States,US,True,flexible,Private room,2015.0,1006.0,201.0,30,12,2021-10-27,0,3.0,1.0,0,,2110
Great Location/2beds Studio,96824582366,unconfirmed,Studioplus,Manhattan,Midtown,40.74802,-73.98713,United States,US,False,strict,Entire home/apt,2011.0,363.0,73.0,2,33,2021-10-27,0,3.0,14.0,338,,2110
Nice and quiet private room in our apartment,18694154787,verified,Carlos,Manhattan,Harlem,40.8063,-73.94862,United States,US,False,flexible,Private room,2016.0,380.0,76.0,4,9,2021-10-27,0,4.0,2.0,304,,2110
Cosy Studio in PRIME Williamsburg,45692621104,verified,Floriana,Brooklyn,Williamsburg,40.71882,-73.95861,United States,US,True,strict,Entire home/apt,2021.0,191.0,38.0,9,4,2021-10-27,0,2.0,1.0,9,,2110
Large 2 bedrooms in the lower east side,56182991110,unconfirmed,Lilia,Manhattan,East Village,40.72402,-73.98151,United States,US,True,moderate,Entire home/apt,2006.0,349.0,70.0,30,2,2021-10-27,0,5.0,1.0,365,,2110
Lovely Room in Bustling Prospect Heights,95440672144,verified,Akriti,Brooklyn,Crown Heights,40.677,-73.95922,United States,US,True,strict,Private room,2005.0,573.0,115.0,1,3,2021-10-27,0,2.0,3.0,179,,2110
Blue Moon Hotel | Bright Classic King Unit,53470269559,verified,Blue Moon,Manhattan,Lower East Side,40.71777,-73.98879,United States,US,False,strict,Entire home/apt,2009.0,159.0,32.0,1,4,2021-10-27,0,2.0,27.0,355,,2110
521 West 48-NICE STUDIO NEAR TIME SQUARE,88321085445,unconfirmed,Jeniffer,Manhattan,Hell's Kitchen,40.76411,-73.99371,United States,US,True,flexible,Entire home/apt,2016.0,1190.0,238.0,30,16,2021-10-26,0,3.0,186.0,278,,2110
Cozy newly renovated 3 bedroom/ 1 bath apartment,36656190942,unconfirmed,Grace,Brooklyn,Crown Heights,40.67394,-73.91351,United States,US,False,strict,Entire home/apt,2009.0,177.0,35.0,30,2,2021-10-26,0,3.0,2.0,272,,2110
a budget  room,69194946653,verified,Mei,Queens,Bayside,40.75345,-73.7719,United States,US,True,moderate,Private room,2012.0,918.0,184.0,15,34,2021-10-26,0,2.0,2.0,64,,2110
Esteem's Place,22420563500,verified,Esteem,Bronx,Parkchester,40.83815,-73.85849,United States,US,False,moderate,Shared room,2018.0,750.0,150.0,1,24,2021-10-26,0,2.0,2.0,341,,2110
🏖 RELAXING FLUSHING GEM 🚦8 MIN WALK TO MAIN ST,35010663277,unconfirmed,Alan,Queens,Flushing,40.76089,-73.82342,United States,US,False,moderate,Entire home/apt,2017.0,803.0,161.0,30,12,2021-10-26,0,3.0,7.0,275,,2110
Dekalb Ave. #1L,57254247073,unconfirmed,Dena,Brooklyn,Bushwick,40.70106,-73.92457,United States,US,True,strict,Entire home/apt,2012.0,60.0,12.0,3,45,2021-10-26,0,4.0,1.0,277,,2110
"Midtown 2Bed  1.5Bath Luxury Full Kitchen, Balcony",56256354626,unconfirmed,Beekman,Manhattan,Midtown,40.7534,-73.96617,United States,US,True,strict,Entire home/apt,2019.0,805.0,161.0,3,29,2021-10-26,0,2.0,7.0,272,,2110
Cozy room in Manhattan,5306862362,unconfirmed,Julie,Manhattan,Washington Heights,40.8385,-73.9393,United States,US,True,flexible,Entire home/apt,2011.0,104.0,21.0,3,35,2021-10-26,1,5.0,1.0,0,,2110
(3C) Fantastic 2 Bedroom Close to Central Park,25173597921,verified,Isaac,Manhattan,East Harlem,40.796,-73.94452,United States,US,False,strict,Entire home/apt,2003.0,1131.0,226.0,30,3,2021-10-26,0,5.0,17.0,294,,2110
Spacious Rooms in Brooklyn,97107784023,verified,Uchenna,Brooklyn,East Flatbush,40.65248,-73.94584,United States,US,False,moderate,Private room,2013.0,678.0,136.0,30,8,2021-10-26,0,3.0,4.0,338,,2110
5min walk from Subway Station : Cozy Room,98519996312,verified,Hiroki,Queens,Woodside,40.74463,-73.89393,United States,US,False,moderate,Private room,2007.0,342.0,68.0,30,4,2021-10-26,0,4.0,152.0,1,,2110
"Williamsburg apt w/ park, balcony, gym, rooftop",3176932380,unconfirmed,Carla,Brooklyn,Williamsburg,40.71757,-73.94738,United States,US,True,flexible,Entire home/apt,2019.0,131.0,26.0,30,2,2021-10-26,0,2.0,1.0,0,,2110
Welcoming Restful apartment. Closer to Airports,30251037289,verified,Edgar,Queens,Flushing,40.76222,-73.80591,United States,US,True,moderate,Private room,2017.0,842.0,168.0,30,3,2021-10-26,0,4.0,2.0,32,,2110
Nanna’s Piano!! Recently Renovated Two Story Home in the Heart of Queens - Close to JFK Airport!,64751386612,unconfirmed,RedAwning,Queens,St. Albans,40.686001,-73.7677,United States,US,True,moderate,Entire home/apt,2020.0,467.0,93.0,1,8,2021-10-26,0,5.0,3.0,259,,2110
Comfy Room in a beautiful artist loft,74102447928,unconfirmed,Julie,Brooklyn,Williamsburg,40.71189,-73.96484,United States,US,False,flexible,Private room,2012.0,583.0,117.0,2,41,2021-10-25,0,3.0,2.0,185,,2110
Beautiful Studio on Prospect Park!,11106975920,unconfirmed,Jake,Brooklyn,Prospect-Lefferts Gardens,40.66197,-73.96052,United States,US,False,strict,Entire home/apt,2020.0,388.0,78.0,30,81,2021-10-25,0,3.0,1.0,62,,2110
Cozy and full of plants,69069997869,verified,Lenore,Manhattan,East Village,40.72178,-73.97782,United States,US,True,strict,Entire home/apt,2004.0,501.0,100.0,2,100,2021-10-25,1,5.0,1.0,32,,2110
Bergen Beach 3 bedroom 2 bath unit,52714051648,verified,Carmen,Brooklyn,Bergen Beach,40.62397,-73.91051,United States,US,True,strict,Entire home/apt,2003.0,732.0,146.0,3,51,2021-10-25,0,5.0,1.0,364,,2110
Cozy Room in the Big Apple,1706906535,unconfirmed,Fredrick,Manhattan,Harlem,40.83134,-73.94701,United States,US,True,strict,Private room,2015.0,241.0,48.0,1,122,2021-10-25,1,4.0,4.0,365,,2110
Spacious and Bright Brooklyn Two Bedroom Apartment,75312444975,verified,Shane & Nicole,Brooklyn,Boerum Hill,40.68409,-73.98542,United States,US,False,flexible,Entire home/apt,2006.0,168.0,34.0,30,23,2021-10-25,0,4.0,4.0,309,,2110
"Carroll Gardens Brooklyn, Sunny and Modern Triplex",84997829800,verified,Caroline,Brooklyn,Gowanus,40.68126,-73.98912,United States,US,True,moderate,Entire home/apt,2005.0,199.0,40.0,7,8,2021-10-25,0,4.0,1.0,192,,2110
"Nesva Hotel, King City View",19703449075,unconfirmed,Nesva Hotel,Queens,Long Island City,40.75331,-73.93501,United States,US,False,strict,Hotel room,2012.0,364.0,73.0,1,23,2021-10-25,0,5.0,13.0,359,,2110
Brooklyn Comfort and Style,76850899402,verified,Rosario,Brooklyn,Flatbush,40.63988,-73.96482,United States,US,True,flexible,Entire home/apt,2013.0,832.0,166.0,30,26,2021-10-25,0,5.0,4.0,284,,2110
Sunny 2 bedroom apartment in beautiful Park Slope!,57295501901,verified,Elliott,Brooklyn,Windsor Terrace,40.65837,-73.98402,United States,US,False,moderate,Entire home/apt,2022.0,450.0,90.0,3,19,2021-10-25,0,4.0,1.0,82,,2110
Great Access! Close to station,15418624471,unconfirmed,Momoyo,Queens,Jackson Heights,40.75127,-73.87834,United States,US,False,moderate,Private room,2013.0,1194.0,239.0,30,4,2021-10-25,0,3.0,126.0,58,,2110
Sunny one bedroom apartment furnished in UES,91102805257,unconfirmed,Srdjan,Manhattan,Upper East Side,40.7743,-73.95141,United States,US,False,flexible,Entire home/apt,2007.0,358.0,72.0,7,5,2021-10-25,0,4.0,2.0,14,,2110
Studio at the Rockaway Beach,24229726098,verified,Carmen,Queens,Rockaway Beach,40.58551,-73.81772,United States,US,False,strict,Entire home/apt,2013.0,1065.0,213.0,30,2,2021-10-25,0,4.0,4.0,335,,2110
A cozy space to be at peace,86275012032,verified,Alvin,Bronx,Wakefield,40.88432,-73.85199,United States,US,True,moderate,Entire home/apt,2005.0,1063.0,213.0,5,1,2021-10-25,0,3.0,2.0,82,,2110
Attractive One bedroom beauty in Midtown,18442088834,unconfirmed,Stanley,Manhattan,Murray Hill,40.74951,-73.97542,United States,US,True,flexible,Entire home/apt,2012.0,256.0,51.0,30,1,2021-10-25,0,5.0,83.0,365,,2110
Cozy 1 bedroom in residential home 15mins from JFK,33751599961,verified,Chinenye,Queens,Rosedale,40.6548,-73.74509,United States,US,True,moderate,Private room,2003.0,410.0,82.0,3,2,2021-10-25,0,4.0,1.0,350,,2110
Lovely bedroom in HK,77052953673,verified,Miloj,Manhattan,Hell's Kitchen,40.76594,-73.98705,United States,US,True,flexible,Private room,2005.0,630.0,126.0,1,3,2021-10-25,0,5.0,2.0,338,,2110
Bushwick spare bedroom 420 friendly,47980968717,unconfirmed,Malcolm,Brooklyn,Bushwick,40.69382,-73.90801,United States,US,False,strict,Private room,2016.0,1134.0,227.0,1,2,2021-10-25,0,4.0,1.0,277,,2110
Upscale Hotel,62492264244,verified,Bill,Manhattan,Midtown,40.75088,-73.98281,United States,US,True,strict,Private room,2018.0,1166.0,233.0,1,5,2021-10-25,0,5.0,23.0,27,,2110
cozy private room near to the central park,84074159289,verified,Esma,Manhattan,East Harlem,40.79516,-73.93984,United States,US,False,strict,Private room,2009.0,922.0,184.0,3,1,2021-10-25,0,2.0,1.0,63,,2110
Private room in a charming Williamsburg apartment,59749438389,verified,Haider,Brooklyn,Williamsburg,40.7111,-73.94388,United States,US,False,flexible,Private room,2017.0,621.0,124.0,1,2,2021-10-25,0,2.0,1.0,8,,2110
Modern Brooklyn Duplex Lux Loft with Pool and Gym,46435808364,unconfirmed,Adam,Brooklyn,Bushwick,40.69729,-73.90751,United States,US,False,strict,Entire home/apt,2007.0,621.0,124.0,30,47,2021-10-24,0,5.0,2.0,364,,2110
Brownstone Luxury Apartment Facing Ft.Greene Park,49181180780,verified,Stanley,Brooklyn,Fort Greene,40.69284,-73.97452,United States,US,True,flexible,Entire home/apt,2005.0,100.0,20.0,5,37,2021-10-24,0,4.0,1.0,64,,2110
Studio Loft: Cleaning CDC guidelines implemented,83729768251,verified,Vida,Brooklyn,Greenpoint,40.72547,-73.94073,United States,US,False,flexible,Entire home/apt,2013.0,860.0,172.0,30,4,2021-10-24,0,3.0,28.0,302,,2110
Fantastic 1 Bedroom in Soho,54066762842,verified,Bobby,Manhattan,SoHo,40.72603,-74.00382,United States,US,True,strict,Entire home/apt,2015.0,536.0,107.0,30,2,2021-10-24,0,2.0,1.0,269,,2110
NYCHaven3:,7519578530,unconfirmed,Jason,Brooklyn,East Flatbush,40.65306,-73.94022,United States,US,False,strict,Entire home/apt,2012.0,173.0,35.0,30,264,2021-10-24,3,4.0,3.0,61,,2110
Lovely One Bedroom West Village,42808534504,unconfirmed,Pipi,Manhattan,Greenwich Village,40.72939,-74.00203,United States,US,True,strict,Entire home/apt,2019.0,129.0,26.0,30,68,2021-10-24,1,2.0,1.0,195,,2110
Spacious Apartment in the Heart of Williamsburg,16095513051,unconfirmed,Aude,Brooklyn,Williamsburg,40.71813,-73.95826,United States,US,False,moderate,Entire home/apt,2017.0,270.0,54.0,3,9,2021-10-24,0,2.0,1.0,0,,2110
Access to NYC,16557581685,verified,Roland,Queens,Jamaica,40.69928,-73.78634,United States,US,True,flexible,Private room,2016.0,356.0,71.0,1,65,2021-10-24,1,2.0,3.0,339,,2110
Beautiful studio in midtown Manhattan,55959353402,verified,Stanley,Manhattan,Murray Hill,40.74831,-73.97672,United States,US,True,strict,Entire home/apt,2006.0,347.0,69.0,30,3,2021-10-24,0,5.0,83.0,224,,2110
LA COURONNE - Sophisticated Spacious 3 BDRM 2 BTHS,28676588114,verified,Daphne And Jonathan,Brooklyn,Crown Heights,40.66473,-73.93974,United States,US,True,moderate,Entire home/apt,2020.0,736.0,147.0,30,125,2021-10-24,2,5.0,1.0,230,,2110
The High Tide Studio #5,42503717584,verified,Adam,Queens,Rockaway Beach,40.58364,-73.81827,United States,US,True,flexible,Entire home/apt,2018.0,794.0,159.0,2,69,2021-10-24,1,4.0,9.0,307,,2110
The High Tide #9 One Bedroom Suite with Kitchen,19955299222,verified,Adam,Queens,Rockaway Beach,40.58599,-73.81887,United States,US,True,strict,Entire home/apt,2005.0,309.0,62.0,2,72,2021-10-24,1,3.0,9.0,304,,2110
Brand new beach front house near JFK (2),17419760798,unconfirmed,John,Queens,Arverne,40.58717,-73.79453,United States,US,False,flexible,Entire home/apt,2004.0,1080.0,216.0,30,36,2021-10-24,0,3.0,2.0,335,,2110
