NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,last review safra
Super Luxury Apartment in Center of Williamsburg,35510623125,verified,Esti,Brooklyn,Greenpoint,40.71943,-73.95365,United States,US,False,strict,Entire home/apt,2008.0,219.0,44.0,30,2,2020-10-12,0,4.0,1.0,0,,2010
Gorgeous sunny prime SoHo 1BR Apt.,37049887753,unconfirmed,Annie+Dan,Manhattan,Greenwich Village,40.72823,-74.00126,United States,US,False,strict,Entire home/apt,2022.0,1193.0,239.0,30,92,2020-10-11,0,4.0,1.0,341,,2010
"Cozy, Modern, Private Room in the Heart of Harlem",5054271688,verified,Jessica,Manhattan,East Harlem,40.81062,-73.93882,United States,US,True,moderate,Private room,2004.0,709.0,142.0,1,27,2020-10-11,0,4.0,1.0,0,,2010
Clean Room in a Renovated Apartment in Manhattan,45382796545,unconfirmed,Maya,Manhattan,Harlem,40.82357,-73.95337,United States,US,False,strict,Private room,2015.0,775.0,155.0,20,22,2020-10-11,0,2.0,2.0,0,,2010
Middle Bunk in Brooklyn Bunkroom for Men,64838418331,verified,Marco,Brooklyn,Greenpoint,40.72365,-73.94497,United States,US,False,moderate,Shared room,2018.0,105.0,21.0,30,20,2020-10-11,0,2.0,2.0,362,,2010
"*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",77148773192,unconfirmed,Brendan,Brooklyn,Bushwick,40.68837,-73.91453,United States,US,False,moderate,Entire home/apt,2013.0,1068.0,214.0,30,26,2020-10-11,0,4.0,4.0,365,,2010
Private and Cozy in the Heart of Flatbush Avenue,19206264597,verified,Jude,Brooklyn,Flatbush,40.64183,-73.95179,United States,US,True,flexible,Entire home/apt,2018.0,1103.0,221.0,3,55,2020-10-11,1,4.0,1.0,80,,2010
"Perfect art filled space for small family or individual, in upper manhattan",66765247542,unconfirmed,Brian,Manhattan,Washington Heights,40.853,-73.9361,United States,US,False,moderate,Entire home/apt,2019.0,381.0,76.0,30,5,2020-10-11,0,2.0,1.0,0,,2010
Lux room,55472133092,unconfirmed,Christian,Queens,Jamaica,40.68719,-73.8056,United States,US,True,flexible,Private room,2007.0,119.0,24.0,30,5,2020-10-11,0,3.0,4.0,365,,2010
Nice & Lovely room in LIC.5 stops to Times Square,76857752400,verified,Karma,Queens,Long Island City,40.73656,-73.92894,United States,US,False,flexible,Private room,2005.0,312.0,62.0,1,33,2020-10-11,1,4.0,1.0,0,,2010
20-1 Quality Cribs,73045895889,unconfirmed,Quality,Queens,Far Rockaway,40.60563,-73.74971,United States,US,True,moderate,Entire home/apt,2004.0,747.0,149.0,30,11,2020-10-11,0,2.0,6.0,365,,2010
convenient location.private room4. near subway,32352203071,unconfirmed,Hannah,Manhattan,East Harlem,40.79811,-73.93942,United States,US,True,flexible,Private room,2013.0,75.0,15.0,30,32,2020-10-11,1,5.0,2.0,0,,2010
Nice comfortable space in great area,17558671120,unconfirmed,Orlan,Queens,Rosedale,40.65304,-73.74158,United States,US,False,moderate,Entire home/apt,2003.0,1038.0,208.0,30,20,2020-10-11,0,2.0,1.0,90,,2010
Cozy room in Prime East Village,42926766953,unconfirmed,Krista,Brooklyn,Bushwick,40.68758,-73.9166,United States,US,False,flexible,Private room,2021.0,806.0,161.0,7,5,2020-10-11,0,4.0,2.0,314,,2010
2020 New construction in Williamsburg,74376873885,unconfirmed,Hiroki,Brooklyn,Williamsburg,40.70253,-73.94338,United States,US,True,moderate,Private room,2013.0,996.0,199.0,30,1,2020-10-11,0,2.0,152.0,30,,2010
Pat's Place 3,8298892523,verified,Patricia,Queens,Bayside,40.77271,-73.78095,United States,US,True,strict,Private room,2009.0,349.0,70.0,30,5,2020-10-11,0,4.0,3.0,0,,2010
Sunny! 2br Steps to train/restaurants - 15 to NYC,67899024282,verified,Jaime,Brooklyn,Bedford-Stuyvesant,40.68278,-73.95549,United States,US,False,strict,Entire home/apt,2020.0,928.0,186.0,30,36,2020-10-10,0,4.0,1.0,277,,2010
"Feel-Good Decor, Lux Private Room Great Loc 4-4",90299456137,verified,Lydia,Brooklyn,Williamsburg,40.70932,-73.96436,United States,US,True,moderate,Private room,2010.0,1200.0,240.0,30,1,2020-10-10,0,3.0,2.0,0,,2010
Light-Filled East Village Sanctuary,96332155214,verified,Carey,Manhattan,East Village,40.72966,-73.9834,United States,US,False,strict,Private room,2018.0,145.0,29.0,1,3,2020-10-10,0,3.0,1.0,0,,2010
Room for rent,80559340524,unconfirmed,Mario,Manhattan,East Harlem,40.79747,-73.9385,United States,US,False,strict,Private room,2015.0,706.0,141.0,30,73,2020-10-09,1,4.0,2.0,0,,2010
"""Mi casa es su casa"" Welcome home",53761660324,verified,Leonardo,Brooklyn,Williamsburg,40.71025,-73.96364,United States,US,True,moderate,Private room,2013.0,540.0,108.0,2,60,2020-10-09,1,3.0,2.0,0,,2010
Midtown East penthouse studio,3145198216,verified,Aleksandar,Manhattan,Murray Hill,40.75005,-73.97756,United States,US,False,strict,Entire home/apt,2007.0,799.0,160.0,30,33,2020-10-08,0,5.0,1.0,0,,2010
The Brooklyn Blue House 2,33805561036,unconfirmed,Giana,Brooklyn,Canarsie,40.64664,-73.90157,United States,US,False,flexible,Private room,2020.0,419.0,84.0,31,12,2020-10-08,0,3.0,5.0,0,,2010
"Huge, Fully Furnished w/2 balconies on the water",94460874183,unconfirmed,Shaival,Manhattan,Upper East Side,40.77711,-73.94698,United States,US,False,flexible,Entire home/apt,2009.0,246.0,49.0,30,1,2020-10-08,0,5.0,1.0,180,,2010
20min to Manhattan & Safe Neighborhood&PrivateRoom,2258022510,verified,Takatomo,Queens,Sunnyside,40.73985,-73.92596,United States,US,False,moderate,Private room,2006.0,257.0,51.0,30,6,2020-10-07,0,3.0,17.0,0,,2010
5beds 3hugerooms 2BATHSUITE MIDTOWN AmazingRooftop,69907446349,unconfirmed,Al,Manhattan,Hell's Kitchen,40.75616,-73.99538,United States,US,True,strict,Entire home/apt,2009.0,132.0,26.0,30,9,2020-10-07,0,4.0,1.0,0,,2010
Well Furnished Upper East Side Apartment,75693389448,verified,David & Derek,Manhattan,Upper East Side,40.78272,-73.94697,United States,US,True,strict,Entire home/apt,2003.0,172.0,34.0,2,41,2020-10-06,0,2.0,1.0,0,,2010
Prince single room,96725532196,verified,Ruth,Queens,Flushing,40.7549,-73.8198,United States,US,True,strict,Private room,2004.0,462.0,92.0,30,44,2020-10-06,0,4.0,7.0,328,,2010
Beautiful Bright Studio Loft Sleep 3 Heart Harlem,36241498393,unconfirmed,Pat,Manhattan,Harlem,40.80843,-73.9451,United States,US,True,moderate,Entire home/apt,2017.0,969.0,194.0,30,20,2020-10-06,0,2.0,1.0,0,,2010
PLUSH AND SPACIOUS 2-BEDROOM IN NYC,77502483145,unconfirmed,Tammy,Manhattan,Harlem,40.80528,-73.94742,United States,US,True,strict,Entire home/apt,2019.0,506.0,101.0,30,5,2020-10-05,0,3.0,10.0,329,,2010
SoHo Studio on Spring Street,41095997332,unconfirmed,René,Manhattan,SoHo,40.72701,-74.00872,United States,US,False,moderate,Entire home/apt,2005.0,197.0,39.0,30,80,2020-10-05,1,3.0,1.0,124,,2010
"Cozy studio is all you need, 20 mins to Manhattan",89563002978,unconfirmed,Samanta,Queens,Astoria,40.76201,-73.91407,United States,US,True,strict,Entire home/apt,2014.0,246.0,49.0,30,122,2020-10-05,3,3.0,2.0,0,,2010
Bright modern luxury 1 BD city sunset views,83776049829,unconfirmed,Ben,Brooklyn,Williamsburg,40.71138,-73.9556,United States,US,False,flexible,Entire home/apt,2005.0,974.0,195.0,21,2,2020-10-05,0,2.0,1.0,4,,2010
"""THE ART STUDIO"" With private patio + true comfort",10867769937,unconfirmed,Dan,Manhattan,Harlem,40.80658,-73.94713,United States,US,False,moderate,Private room,2021.0,1088.0,218.0,2,9,2020-10-05,0,3.0,1.0,0,,2010
Private bedroom w/ king size bed + pvt bathroom,77988193988,unconfirmed,Rachel...You Can Call Me Kaya :),Manhattan,Washington Heights,40.84903,-73.93144,United States,US,False,moderate,Private room,2007.0,788.0,158.0,2,4,2020-10-04,0,2.0,1.0,0,,2010
Your cozy home away from home.,90092355773,verified,Griffith,Brooklyn,East New York,40.65412,-73.88238,United States,US,False,moderate,Private room,2014.0,773.0,155.0,30,59,2020-10-04,1,4.0,1.0,0,,2010
Midtown West New 2 BR,57485491554,verified,Brando,Manhattan,Hell's Kitchen,40.7542,-73.99554,United States,US,True,flexible,Entire home/apt,2020.0,445.0,89.0,30,70,2020-10-04,1,5.0,1.0,164,,2010
"Clean, Cozy, & Private One  Bedroom  Apartment",27541086930,verified,Cecilia,Bronx,Throgs Neck,40.81669,-73.82257,United States,US,True,moderate,Entire home/apt,2003.0,889.0,178.0,5,81,2020-10-04,2,2.0,1.0,129,,2010
"Cozy room for 1 guest in Basement, 2 min to subway",34076235786,unconfirmed,Sergei&Yana,Brooklyn,Bushwick,40.68343,-73.90611,United States,US,False,strict,Private room,2016.0,747.0,149.0,1,52,2020-10-04,1,5.0,2.0,0,,2010
145 Mulberry-Renovated Studio in Little Italy,12571051004,verified,Jeniffer,Manhattan,Little Italy,40.71899,-73.99773,United States,US,True,strict,Entire home/apt,2014.0,310.0,62.0,30,8,2020-10-03,0,5.0,186.0,273,,2010
Sunset room,12473294345,verified,Denise,Brooklyn,East Flatbush,40.65519,-73.92961,United States,US,False,moderate,Private room,2021.0,611.0,122.0,5,15,2020-10-03,0,2.0,7.0,364,,2010
New York on The Ocean,37639024579,unconfirmed,Montage,Brooklyn,Brighton Beach,40.57916,-73.95424,United States,US,False,strict,Entire home/apt,2012.0,1149.0,230.0,30,54,2020-10-03,1,3.0,1.0,365,,2010
Convenient - 2 Stops from the city (good price!),58994671235,unconfirmed,Khalid,Queens,Long Island City,40.7573,-73.93245,United States,US,False,strict,Private room,2011.0,871.0,174.0,30,70,2020-10-03,1,2.0,2.0,26,,2010
WFH Paradise w/Backyard - Williamsburg Waterfront,24326875918,unconfirmed,Shannon,Brooklyn,Williamsburg,40.72056,-73.95993,United States,US,False,flexible,Entire home/apt,2012.0,1130.0,226.0,31,2,2020-10-03,0,5.0,1.0,0,,2010
Private bathroom  New apartment in Bushwick 2020,6545852062,verified,Hiroki,Brooklyn,Bushwick,40.6874,-73.91385,United States,US,False,moderate,Private room,2013.0,871.0,174.0,30,1,2020-10-03,0,3.0,152.0,0,,2010
Sunny Room in the heart of Manhattan,31924365834,verified,Mireille,Manhattan,Midtown,40.75737,-73.96477,United States,US,True,flexible,Private room,2014.0,821.0,164.0,5,4,2020-10-03,0,3.0,2.0,0,,2010
33ft Boat On A Water For A Baby Sleep,69850707997,verified,Зіна,Brooklyn,Mill Basin,40.60905,-73.91883,United States,US,True,strict,Entire home/apt,2014.0,621.0,124.0,1,3,2020-10-03,0,3.0,1.0,0,,2010
Modern and luxurious 2 BR with private Balcony,84487664577,unconfirmed,Hila,Manhattan,Murray Hill,40.74478,-73.97337,United States,US,False,flexible,Entire home/apt,2018.0,262.0,52.0,30,4,2020-10-02,0,4.0,16.0,292,,2010
Light Superhosted Chill LES Apt,58777622219,unconfirmed,David,Manhattan,Lower East Side,40.72135,-73.98947,United States,US,False,moderate,Entire home/apt,2010.0,98.0,20.0,30,80,2020-10-01,0,4.0,1.0,0,,2010
Beautiful communal house Bushwick,39613318195,unconfirmed,Kyla,Brooklyn,Bushwick,40.69405,-73.91107,United States,US,True,moderate,Private room,2005.0,687.0,137.0,30,94,2020-10-01,0,4.0,4.0,220,,2010
Beautiful Prospect Park South room,90744488226,unconfirmed,Melinda,Brooklyn,Flatbush,40.6477,-73.96118,United States,US,False,moderate,Private room,2022.0,383.0,77.0,45,32,2020-10-01,0,3.0,2.0,0,,2010
Entire Apt Near Train Magical Midwood Retreat,38512416853,unconfirmed,Angie,Brooklyn,Midwood,40.61698,-73.95633,United States,US,False,flexible,Entire home/apt,2010.0,1182.0,236.0,30,3,2020-10-01,0,4.0,2.0,63,,2010
!Spacious & Modern Brooklyn Loft-Long Term Stays!,35559737937,unconfirmed,Rachel,Brooklyn,Bushwick,40.70834,-73.92014,United States,US,True,moderate,Entire home/apt,2011.0,1077.0,215.0,30,49,2020-10-01,0,5.0,1.0,0,,2010
Amazing and Perfect 1BR in Beautiful SOHO/Nolita!,40833025074,unconfirmed,Gary,Manhattan,Nolita,40.72234,-73.99686,United States,US,False,strict,Entire home/apt,2020.0,1106.0,221.0,30,30,2020-10-01,0,4.0,1.0,0,,2010
Giant Bedroom in hip / artsy East Village Apt,67738465129,unconfirmed,Haffro,Manhattan,Lower East Side,40.72148,-73.98434,United States,US,True,moderate,Private room,2010.0,618.0,124.0,1,5,2020-10-01,0,2.0,8.0,93,,2010
Cozy studio in Brooklyn,55947651550,unconfirmed,Lei,Brooklyn,Sheepshead Bay,40.61021,-73.9583,United States,US,True,moderate,Private room,2003.0,275.0,55.0,3,20,2020-10-01,0,5.0,4.0,31,,2010
The Luna’s apartment,30758770877,unconfirmed,Juan,Manhattan,East Harlem,40.79412,-73.94731,United States,US,True,flexible,Private room,2009.0,643.0,129.0,3,35,2020-10-01,0,2.0,3.0,0,,2010
Modern living in old Harlem,20031394043,unconfirmed,Raluca,Manhattan,Harlem,40.82938,-73.93846,United States,US,True,moderate,Entire home/apt,2020.0,750.0,150.0,40,4,2020-10-01,0,4.0,1.0,26,,2010
"Modern Twin Room | Free GYM, coworking",10611509245,verified,SharedEasy Coliving,Brooklyn,Bedford-Stuyvesant,40.68175,-73.94466,United States,US,True,moderate,Shared room,2011.0,517.0,103.0,30,1,2020-10-01,0,4.0,8.0,288,,2010
Peace & Solace in Prospect Park South,23241702433,unconfirmed,Lucky,Brooklyn,Flatbush,40.65126,-73.96095,United States,US,True,strict,Private room,2014.0,84.0,17.0,30,2,2020-10-01,0,2.0,2.0,88,,2010
Popular Room NEW Apartment Williamsburg 2020,57636639965,unconfirmed,Shogo,Brooklyn,Williamsburg,40.7033,-73.94197,United States,US,False,moderate,Private room,2019.0,462.0,92.0,30,1,2020-10-01,0,5.0,125.0,60,,2010
2 Bedrooms - Great Location in NYC,86793381748,unconfirmed,Louise,Queens,Astoria,40.76548,-73.91833,United States,US,True,moderate,Entire home/apt,2007.0,815.0,163.0,30,2,2020-10-01,0,2.0,2.0,0,,2010
"Fully Furnished, 2 Bedroom apartment in PLG",27642481122,verified,Nebiat,Brooklyn,Prospect-Lefferts Gardens,40.66009,-73.95408,United States,US,True,strict,Entire home/apt,2013.0,148.0,30.0,1,2,2020-10-01,0,3.0,1.0,0,,2010
